ID Cliente,Nº Productos,Saldo Promedio,Fecha Alta,Activo (Sí/No)
1396,3,241306.99,2021-05-19,Sí
1397,3,241989.43,2018-08-03,Sí
1398,2,100671.84,2019-06-15,Sí
1399,1,151562.06,2022-11-02,No
1400,5,43925.77,2022-11-14,Sí
1401,2,25949.57,2019-07-19,Sí
1402,4,113867.17,2020-07-20,Sí
1403,1,175571.68,2025-03-01,Sí
1404,3,146262.67,2023-03-02,Sí
1405,1,113117.66,2024-06-10,No
1406,1,206347.01,2022-05-09,Sí
1407,1,200662.59,2020-12-02,No
1408,1,185666.09,2023-10-08,Sí
1409,4,28487.74,2018-10-21,No
1410,3,201152.71,2015-11-26,Sí
1411,1,230661.12,2020-01-09,Sí
1412,4,24266.1,2015-07-10,Sí
1413,2,106401.13,2023-06-21,Sí
1414,1,247205.32,2021-01-30,Sí
1415,4,153817.33,2024-05-16,No
1416,5,133258.58,2016-09-15,Sí
1417,2,52587.08,2016-05-22,Sí
1418,3,145716.71,2020-02-20,No
1419,1,115370.38,2015-06-12,No
1420,1,40586.33,2017-10-13,Sí
1421,4,121439.84,2023-01-12,Sí
1422,3,49455.83,2017-02-15,No
1423,5,185359.27,2019-11-13,Sí
1424,2,243675.61,2025-01-28,Sí
1425,3,122698.49,2019-05-17,No
1426,1,161768.4,2025-03-27,Sí
1427,4,113434.13,2016-05-15,Sí
1428,5,43228.92,2019-12-11,Sí
1429,4,242933.27,2016-03-14,Sí
1430,2,41098.88,2021-08-20,Sí
1431,3,36790.43,2020-11-13,Sí
1432,4,120201.51,2016-06-20,Sí
1433,4,168132.94,2023-03-30,Sí
1434,1,95181.59,2025-02-22,Sí
1435,4,56204.09,2019-08-19,Sí
1436,5,206551.21,2017-09-24,Sí
1437,3,97144.8,2020-12-04,Sí
1438,2,56637.03,2019-03-20,Sí
1439,4,97620.37,2021-04-04,No
1440,5,61493.01,2020-11-15,Sí
1441,2,134667.46,2016-05-09,Sí
1442,5,170389.45,2024-12-13,Sí
1443,4,201893.77,2020-10-18,Sí
1444,4,64614.89,2019-11-10,No
1445,3,50068.96,2018-02-10,Sí
1446,1,14704.82,2020-12-19,Sí
1447,5,64741.06,2022-11-09,Sí
1448,1,15737.28,2018-10-13,No
1449,1,92913.81,2016-04-23,Sí
1450,2,44966.34,2017-04-12,Sí
1451,2,149174.94,2022-04-01,Sí
1452,5,102094.42,2018-04-25,Sí
1453,1,32460.48,2016-07-23,Sí
1454,3,105967.95,2022-08-08,Sí
1455,1,60243.55,2023-05-06,Sí
1456,2,173242.56,2018-01-25,Sí
1457,1,97464.7,2023-01-03,Sí
1458,4,45287.2,2020-08-01,Sí
1459,4,93904.42,2016-09-11,Sí
1460,3,63850.8,2019-09-05,Sí
1461,5,200986.96,2023-09-27,Sí
1462,1,246008.21,2022-03-18,Sí
1463,4,16117.93,2022-12-15,Sí
1464,5,175604.83,2015-08-24,No
1465,4,73349.88,2022-02-10,Sí
1466,5,25938.07,2020-03-26,Sí
1467,5,13444.31,2016-04-13,Sí
1468,4,221442.32,2018-08-08,Sí
1469,2,94865.56,2019-10-24,Sí
1470,5,248690.53,2019-02-26,Sí
1471,1,116170.52,2025-02-13,Sí
1472,4,55023.46,2023-08-17,Sí
1473,2,196514.46,2019-05-29,Sí
1474,4,232358.13,2018-11-11,No
1475,3,205749.05,2023-09-11,No
1476,1,188847.82,2018-07-20,Sí
1477,3,90327.93,2020-05-08,Sí
1478,5,25477.69,2018-07-26,Sí
1479,5,58311.84,2021-07-07,Sí
1480,3,117234.46,2019-01-15,No
1481,3,239487.97,2017-02-19,Sí
1482,5,183485.0,2024-01-22,Sí
1483,2,208787.93,2024-01-05,Sí
1484,1,76550.54,2018-10-04,Sí
1485,4,174117.53,2018-12-25,Sí
1486,3,216985.15,2019-05-30,No
1487,1,125058.76,2020-10-07,Sí
1488,4,113174.05,2024-08-26,Sí
1489,4,182657.08,2021-12-06,Sí
1490,3,144378.8,2016-12-08,Sí
1491,2,248361.06,2023-03-07,No
1492,2,112024.67,2025-04-03,Sí
1493,1,52226.39,2022-10-18,Sí
1494,1,123264.41,2024-03-08,Sí
1495,5,66449.2,2016-07-16,Sí
1496,2,144700.92,2023-08-24,Sí
1497,1,40191.28,2024-07-06,Sí
1498,5,237994.31,2019-02-23,Sí
1499,4,216357.49,2023-12-12,Sí
1500,1,47335.7,2024-04-23,Sí
1501,5,51374.3,2016-12-08,Sí
1502,2,132985.28,2015-12-13,Sí
1503,4,195491.53,2023-12-22,Sí
1504,1,62579.04,2024-04-07,Sí
1505,2,24633.21,2017-10-21,Sí
1506,4,140928.23,2016-10-06,Sí
1507,3,175983.31,2016-12-05,No
1508,2,68647.72,2020-05-07,Sí
1509,3,187544.27,2021-11-07,Sí
1510,1,238154.51,2017-02-07,Sí
1511,5,42897.87,2016-11-01,Sí
1512,1,132646.98,2023-09-08,Sí
1513,2,23642.07,2016-06-09,Sí
1514,3,59598.64,2020-09-15,Sí
1515,3,31556.64,2024-07-16,Sí
1516,4,106961.59,2022-03-14,Sí
1517,1,206999.63,2023-11-05,Sí
1518,1,148511.31,2015-12-21,No
1519,2,63420.36,2021-12-26,Sí
1520,3,19626.56,2023-12-27,Sí
1521,2,142815.57,2019-05-07,Sí
1522,2,41871.21,2020-04-28,Sí
1523,3,92256.17,2016-01-31,Sí
1524,2,132446.14,2017-04-30,Sí
1525,3,226895.81,2016-07-27,Sí
1526,2,29637.6,2015-12-02,Sí
1527,5,170465.82,2020-01-04,Sí
1528,2,13379.51,2015-07-13,Sí
1529,2,161178.05,2019-09-13,Sí
1530,5,142367.8,2019-03-04,Sí
1531,1,204847.99,2015-12-16,Sí
1532,3,137598.99,2025-04-19,Sí
1533,4,94627.98,2023-11-21,Sí
1534,5,68260.21,2022-03-31,Sí
1535,1,30459.94,2018-05-17,Sí
1536,2,138307.04,2020-05-06,Sí
1537,1,223197.26,2018-06-16,Sí
1538,5,133538.68,2022-06-20,Sí
1539,2,187384.69,2025-05-07,Sí
1540,1,81624.39,2024-02-17,Sí
1541,4,117551.41,2024-06-16,Sí
1542,3,87904.77,2021-08-11,No
1543,3,36223.87,2019-07-28,Sí
1544,5,110077.26,2022-02-25,Sí
1545,2,193428.94,2015-12-28,Sí
1546,2,104794.0,2024-08-01,Sí
1547,3,166043.01,2017-11-09,Sí
1548,1,192067.72,2022-03-25,Sí
1549,2,87456.69,2018-09-14,Sí
1550,4,201403.49,2016-01-25,No
1551,4,91342.17,2023-11-29,Sí
1552,2,71465.69,2020-10-30,No
1553,2,63387.08,2018-07-17,Sí
1554,3,57976.99,2024-01-02,Sí
1555,5,186909.78,2018-03-10,Sí
1556,3,223002.22,2022-04-30,Sí
1557,5,65355.63,2020-08-07,Sí
1558,4,30457.67,2021-05-09,Sí
1559,5,85304.07,2020-02-22,Sí
1560,3,167883.34,2023-04-02,No
1561,2,98444.82,2015-06-13,Sí
1562,5,141802.37,2025-06-01,Sí
1563,3,188633.19,2020-06-13,Sí
1564,4,108034.85,2022-11-24,No
1565,5,249926.76,2017-06-15,Sí
1566,4,81507.82,2021-12-26,Sí
1567,4,244779.6,2017-03-08,Sí
1568,1,58727.12,2024-01-05,Sí
1569,5,36623.62,2022-03-24,Sí
1570,3,190199.35,2015-12-14,Sí
1571,5,178554.32,2023-06-30,Sí
1572,5,204680.64,2019-02-02,Sí
1573,4,92461.7,2016-07-04,Sí
1574,4,233393.84,2019-08-14,Sí
1575,4,38675.54,2015-07-05,No
1576,4,17266.5,2020-07-12,Sí
1577,3,82135.33,2017-05-15,Sí
1578,2,201357.87,2017-02-11,Sí
1579,1,171515.75,2018-02-27,Sí
1580,4,114690.1,2017-09-16,No
1581,4,71500.87,2022-08-02,Sí
1582,1,24225.47,2019-10-11,Sí
1583,4,91001.34,2017-03-31,Sí
1584,2,120404.74,2025-03-28,Sí
1585,5,174885.72,2022-10-14,Sí
1586,1,165033.27,2022-02-25,Sí
1587,3,237362.78,2017-03-18,Sí
1588,1,34095.02,2020-12-10,Sí
1589,2,90721.63,2024-03-30,Sí
1590,3,125578.74,2018-09-27,No
1591,5,170966.99,2018-04-22,Sí
1592,4,128908.41,2021-09-03,Sí
1593,1,229061.98,2020-07-30,Sí
1594,3,156081.36,2020-12-29,Sí
1595,1,19519.7,2017-09-21,No
1596,5,37277.43,2015-08-20,Sí
1597,1,190838.93,2022-03-30,No
1598,3,181789.05,2024-01-18,Sí
1599,2,46839.28,2019-06-05,Sí
1600,3,24138.08,2016-12-23,Sí
1601,1,148892.29,2019-12-08,Sí
1602,5,162577.32,2022-10-21,Sí
1603,4,42471.91,2021-08-08,No
1604,4,123668.64,2016-04-12,Sí
1605,5,83399.57,2019-10-20,No
1606,1,233513.35,2020-05-14,Sí
1607,5,62607.95,2016-02-23,Sí
1608,1,185982.57,2018-10-07,Sí
1609,3,134352.14,2023-02-16,Sí
1610,2,12765.04,2020-09-21,No
1611,1,134079.66,2022-10-03,Sí
1612,4,33873.32,2020-04-20,Sí
1613,4,168174.93,2017-03-05,Sí
1614,2,145725.65,2019-01-10,No
1615,1,12502.53,2023-12-11,Sí
1616,2,59126.28,2023-12-16,Sí
1617,3,196294.01,2025-04-14,Sí
1618,2,76185.43,2020-09-23,Sí
1619,3,129828.02,2022-03-20,Sí
1620,4,84879.67,2017-06-08,Sí
1621,3,231166.45,2024-02-24,Sí
1622,1,138778.48,2017-01-11,Sí
1623,1,177081.64,2020-09-28,No
1624,1,30034.27,2018-07-13,Sí
1625,1,19680.64,2019-02-13,No
1626,5,72214.77,2022-03-04,Sí
1627,3,84192.23,2016-08-28,Sí
1628,1,175043.33,2016-09-21,Sí
1629,2,146591.32,2020-05-13,Sí
1630,2,99899.11,2017-11-22,No
1631,5,166988.2,2021-12-30,No
1632,3,49255.78,2022-07-31,Sí
1633,3,25237.53,2017-05-23,No
1634,3,215081.22,2024-02-08,Sí
1635,5,145347.07,2020-02-15,No
1636,3,165782.87,2018-02-21,Sí
1637,3,83738.14,2016-05-14,No
1638,1,99269.19,2019-06-10,No
1639,3,29768.19,2019-01-25,Sí
1640,1,215677.17,2023-11-25,Sí
1641,1,152185.47,2016-01-05,Sí
1642,3,30070.64,2024-10-30,Sí
1643,2,203087.1,2022-11-15,Sí
1644,4,116587.69,2017-06-21,Sí
1645,2,193624.32,2016-08-01,Sí
1646,3,13028.77,2019-02-22,Sí
1647,3,16897.53,2018-02-14,Sí
1648,2,50987.91,2020-04-15,Sí
1649,3,60619.97,2023-01-23,Sí
1650,1,193349.33,2020-06-16,Sí
1651,5,179606.6,2025-01-16,Sí
1652,3,157861.15,2016-04-18,Sí
1653,3,222366.14,2019-05-10,Sí
1654,2,69315.71,2018-06-13,Sí
1655,1,227057.18,2021-01-26,Sí
1656,2,228273.06,2018-05-09,No
1657,2,114222.34,2020-08-09,Sí
1658,3,32652.69,2018-03-31,No
1659,1,184374.38,2017-11-09,Sí
1660,3,90862.88,2024-02-25,No
1661,3,200783.08,2024-03-29,Sí
1662,3,49285.67,2017-02-12,Sí
1663,3,139483.63,2021-04-13,No
1664,5,131937.7,2023-03-08,Sí
1665,4,34075.48,2021-06-14,No
1666,1,97199.88,2016-07-17,Sí
1667,5,30341.28,2019-12-07,Sí
1668,4,121537.67,2023-01-30,Sí
1669,4,212297.09,2015-07-18,No
1670,4,74849.14,2022-05-07,Sí
1671,5,193566.88,2017-03-10,Sí
1672,1,54022.58,2020-11-30,Sí
1673,2,171696.38,2018-10-26,No
1674,4,229728.98,2018-05-21,Sí
1675,2,87742.74,2017-05-02,No
1676,2,226098.79,2018-04-04,Sí
1677,3,131301.02,2016-01-16,Sí
1678,2,86033.23,2019-06-07,Sí
1679,3,225161.98,2019-05-27,Sí
1680,1,17688.94,2020-04-27,Sí
1681,1,16724.52,2022-01-26,Sí
1682,3,153959.11,2018-02-19,Sí
1683,1,201220.17,2023-02-18,Sí
1684,4,190371.11,2017-11-22,Sí
1685,1,29072.68,2024-04-10,Sí
1686,3,238060.29,2019-09-02,Sí
1687,4,178735.25,2022-06-22,Sí
1688,2,237786.89,2024-12-19,Sí
1689,2,88983.46,2017-01-28,Sí
1690,2,176545.39,2015-10-25,No
1691,3,216385.3,2022-05-05,Sí
1692,2,101311.41,2018-12-05,No
1693,1,241566.38,2015-10-16,Sí
1694,2,73598.27,2016-07-05,No
1695,5,85747.27,2021-01-18,Sí
1696,5,230878.86,2024-10-20,Sí
1697,2,242718.34,2016-04-22,Sí
1698,2,78446.98,2015-06-05,Sí
1699,5,42733.61,2022-11-15,Sí
1700,2,192173.3,2019-08-06,Sí
1701,4,233119.66,2018-06-21,Sí
1702,5,154171.27,2017-05-13,No
1703,3,162284.55,2018-09-19,No
1704,5,193106.4,2016-01-02,Sí
1705,1,46740.36,2021-04-12,Sí
1706,4,243632.54,2017-09-06,No
1707,3,97439.05,2022-11-19,No
1708,2,160777.7,2017-09-05,Sí
1709,1,122467.84,2018-06-17,Sí
1710,1,122363.44,2016-06-25,Sí
1711,4,178658.65,2023-04-16,No
1712,3,248718.95,2016-05-11,Sí
1713,1,168174.36,2017-12-25,Sí
1714,3,200574.19,2024-12-27,Sí
1715,3,16627.85,2016-09-19,No
1716,1,204502.57,2019-12-21,Sí
1717,3,81994.21,2019-08-01,Sí
1718,4,40408.44,2021-02-07,Sí
1719,1,37200.18,2025-02-09,No
1720,4,173169.96,2024-03-23,Sí
1721,4,249428.04,2023-06-29,Sí
1722,3,169886.82,2020-10-22,Sí
1723,3,72963.56,2018-11-19,Sí
1724,1,58793.43,2024-04-06,Sí
1725,2,136229.7,2020-07-09,Sí
1726,1,25609.43,2017-05-08,Sí
1727,4,105839.4,2016-11-01,No
1728,3,169896.38,2015-08-04,Sí
1729,4,242238.95,2021-08-06,Sí
1730,5,112156.83,2019-07-24,Sí
1731,5,58053.75,2022-12-24,Sí
1732,4,206166.98,2015-12-21,Sí
1733,2,188607.89,2022-11-04,Sí
1734,2,216328.93,2020-01-11,Sí
1735,1,61532.49,2019-11-23,Sí
1736,1,107159.73,2018-10-02,Sí
1737,1,245573.07,2016-09-25,Sí
1738,3,47930.16,2018-12-17,Sí
1739,2,171148.2,2021-01-04,Sí
1740,4,66924.27,2016-11-18,Sí
1741,5,130038.16,2019-11-12,Sí
1742,2,202122.31,2015-08-24,Sí
1743,2,127260.65,2020-05-31,Sí
1744,2,203315.61,2017-04-02,Sí
1745,1,112320.38,2019-05-08,No
1746,3,249844.7,2016-06-28,Sí
1747,4,114598.78,2017-08-18,Sí
1748,1,45851.07,2023-11-22,No
1749,3,106448.68,2018-07-04,Sí
1750,2,188222.36,2016-05-02,Sí
1751,3,213505.06,2019-01-01,No
1752,1,120424.79,2016-11-21,Sí
1753,2,152674.44,2024-02-03,Sí
1754,1,212773.62,2023-02-02,Sí
1755,4,205251.08,2020-08-30,Sí
1756,2,167853.74,2024-01-25,Sí
1757,3,205606.51,2024-12-29,Sí
1758,1,148218.58,2023-08-26,Sí
1759,5,11115.56,2021-10-10,Sí
1760,3,19904.03,2024-09-11,Sí
1761,3,245154.02,2022-12-12,No
1762,2,44798.09,2015-08-11,Sí
1763,3,107083.94,2021-10-11,Sí
1764,1,234114.71,2023-02-12,Sí
1765,5,56809.48,2018-05-16,Sí
1766,4,212509.92,2022-02-06,Sí
1767,5,206384.22,2015-10-31,Sí
1768,1,246719.12,2016-04-25,Sí
1769,2,77603.64,2019-08-13,No
1770,1,85678.09,2015-12-26,Sí
1771,3,226690.72,2019-04-02,Sí
1772,2,66178.97,2020-06-29,Sí
1773,4,141496.23,2015-06-19,Sí
1774,4,179762.79,2020-04-11,No
1775,1,75252.22,2024-02-23,Sí
1776,3,235219.11,2016-12-03,No
1777,4,169767.41,2020-06-14,Sí
1778,5,21313.43,2021-09-07,Sí
1779,2,42577.01,2018-06-01,Sí
1780,5,55787.58,2024-09-13,Sí
1781,4,68789.77,2023-11-04,Sí
1782,4,185362.57,2025-02-12,Sí
1783,1,31344.46,2018-11-18,Sí
1784,1,94142.72,2022-08-13,No
1785,2,228732.0,2023-03-04,No
1786,1,143600.24,2016-11-04,Sí
1787,3,73719.18,2016-02-15,No
1788,2,239693.51,2024-01-22,Sí
1789,3,68635.81,2023-09-22,Sí
1790,1,227223.91,2022-04-25,Sí
1791,2,184184.72,2017-02-04,Sí
1792,4,187725.05,2020-07-21,No
1793,5,193585.44,2016-08-05,Sí
1794,4,131576.63,2024-05-14,Sí
1795,3,205498.89,2022-04-02,Sí
1796,4,210686.34,2021-12-27,Sí
1797,4,96516.81,2020-10-27,Sí
1798,5,106082.68,2020-12-01,Sí
1799,5,223301.61,2024-05-12,Sí
1800,4,135935.02,2022-04-01,Sí
1801,5,218066.44,2016-01-05,Sí
1802,4,160424.67,2019-03-10,Sí
1803,2,152456.26,2020-10-18,Sí
1804,4,17435.43,2020-12-14,No
1805,1,76694.66,2024-02-19,Sí
1806,5,130493.84,2020-04-26,Sí
1807,5,150956.12,2019-05-28,Sí
1808,3,161304.29,2023-08-13,Sí
1809,3,181893.48,2024-01-10,Sí
1810,1,167496.02,2017-04-19,No
1811,5,213658.41,2020-06-18,Sí
1812,5,80912.88,2022-11-01,No
1813,3,163976.8,2025-04-07,No
1814,3,22278.28,2023-02-07,No
1815,4,125245.62,2024-04-19,Sí
1816,5,74327.91,2021-07-27,No
1817,5,101412.92,2017-08-16,Sí
1818,4,95119.06,2024-03-08,Sí
1819,5,24503.36,2023-02-15,Sí
1820,1,121994.99,2019-09-21,Sí
1821,3,248711.03,2018-07-30,Sí
1822,3,81744.65,2019-02-07,Sí
1823,3,186675.03,2016-10-28,No
1824,2,141469.2,2022-07-23,Sí
1825,1,88054.07,2018-01-01,Sí
1826,1,31505.69,2015-10-15,Sí
1827,4,61805.9,2020-07-23,No
1828,2,197644.85,2016-09-29,Sí
1829,5,76964.84,2021-03-08,Sí
1830,1,44632.6,2016-04-15,Sí
1831,2,89511.6,2019-08-21,Sí
1832,2,150170.31,2015-10-15,Sí
1833,1,178831.16,2020-05-31,Sí
1834,4,102967.56,2019-08-01,Sí
1835,2,129555.32,2022-08-09,Sí
1836,3,119180.01,2021-03-12,No
1837,2,12160.8,2021-03-31,Sí
1838,5,104944.11,2016-10-02,Sí
1839,1,150956.75,2020-10-04,Sí
1840,5,146786.73,2017-08-14,Sí
1841,4,189944.21,2022-02-15,No
1842,3,170890.22,2022-05-08,Sí
1843,1,76433.63,2023-04-01,Sí
1844,2,71354.48,2020-02-28,Sí
1845,3,121394.03,2019-02-13,Sí
1846,2,185912.72,2024-03-11,Sí
1847,4,32518.55,2019-10-12,No
1848,1,237598.38,2021-09-02,No
1849,4,140356.75,2023-05-28,Sí
1850,4,83538.01,2015-06-24,Sí
1851,4,176413.9,2020-09-09,Sí
1852,4,20734.2,2019-12-06,Sí
1853,2,126255.26,2018-02-13,Sí
1854,5,126632.72,2020-02-15,Sí
1855,2,48874.07,2020-01-20,Sí
1856,3,210973.08,2016-10-08,Sí
1857,4,201234.91,2017-08-28,Sí
1858,3,46655.77,2019-12-02,Sí
1859,2,97318.55,2017-04-24,Sí
1860,4,34103.09,2023-04-07,Sí
1861,2,213666.1,2023-06-06,Sí
1862,4,87596.82,2023-08-27,Sí
1863,2,115435.91,2021-10-07,Sí
1864,1,87729.27,2024-12-18,Sí
1865,5,84406.24,2016-03-04,Sí
1866,5,189352.54,2016-08-21,No
1867,4,189415.9,2021-11-08,Sí
1868,1,134269.16,2016-12-01,Sí
1869,3,167828.07,2019-05-15,Sí
1870,1,132799.17,2024-05-29,Sí
1871,4,16861.41,2025-04-12,Sí
1872,1,25841.54,2017-01-03,No
1873,3,102097.74,2018-01-06,Sí
1874,4,189939.13,2025-03-02,No
1875,5,229174.29,2016-09-19,Sí
1876,1,17129.99,2017-07-11,Sí
1877,5,98327.21,2017-06-06,Sí
1878,5,63707.78,2021-08-26,Sí
1879,2,205649.27,2020-01-18,Sí
1880,3,213032.35,2024-11-24,Sí
1881,1,59538.13,2018-05-18,Sí
1882,5,180598.54,2021-08-24,Sí
1883,5,185621.45,2021-01-02,Sí
1884,3,52493.85,2018-05-26,Sí
1885,5,114087.02,2023-01-27,No
1886,5,158881.07,2017-12-19,Sí
1887,5,16255.99,2020-08-13,Sí
1888,5,107102.04,2020-04-15,Sí
1889,2,47189.98,2024-09-22,Sí
1890,2,140055.16,2024-08-23,Sí
1891,4,212300.22,2015-07-07,Sí
1892,1,135940.95,2017-03-28,Sí
1893,3,18636.06,2019-08-01,Sí
1894,4,17117.74,2022-09-09,Sí
1895,2,155320.76,2017-03-08,No
1896,2,88715.57,2022-02-04,No
1897,2,147439.96,2016-03-13,No
1898,4,49272.91,2023-09-27,Sí
1899,2,196446.96,2022-10-03,Sí
1900,4,216572.73,2019-02-10,Sí
1901,2,223414.14,2016-05-27,Sí
1902,5,82977.9,2021-03-06,Sí
1903,5,168576.49,2015-07-26,Sí
1904,1,76970.17,2020-12-30,No
1905,2,193061.64,2023-10-14,Sí
1906,1,38926.0,2024-09-11,Sí
1907,4,193063.55,2023-07-26,Sí
1908,1,115534.87,2019-12-25,Sí
1909,2,215331.88,2022-12-29,Sí
1910,4,187343.41,2020-02-17,Sí
1911,4,100364.71,2025-01-02,Sí
1912,5,226849.4,2019-03-04,Sí
1913,4,78000.91,2016-11-19,Sí
1914,4,242077.27,2018-07-28,Sí
1915,1,194128.81,2015-06-24,Sí
1916,4,247761.96,2022-11-08,Sí
1917,3,22937.11,2017-01-22,Sí
1918,5,75768.65,2016-01-05,Sí
1919,5,187903.42,2022-11-03,Sí
1920,4,231339.93,2024-10-04,Sí
1921,1,16905.0,2020-05-05,No
1922,5,10002.23,2020-08-10,Sí
1923,5,71498.23,2016-06-09,Sí
1924,3,214666.88,2022-05-29,Sí
1925,4,194116.74,2022-05-03,Sí
1926,5,91666.59,2022-04-07,Sí
1927,5,10482.7,2024-06-15,Sí
1928,5,143129.38,2020-10-17,Sí
1929,5,67109.31,2023-05-18,Sí
1930,1,188946.14,2019-07-22,Sí
1931,2,117123.92,2017-03-24,Sí
1932,3,172864.46,2015-06-22,Sí
1933,1,214554.12,2017-06-14,Sí
1934,3,138582.35,2021-04-18,Sí
1935,5,90629.33,2024-12-05,No
1936,3,194690.45,2021-06-16,Sí
1937,4,73644.94,2023-01-28,Sí
1938,4,223964.52,2024-01-18,Sí
1939,2,27142.64,2018-09-27,Sí
1940,2,210512.47,2024-01-28,Sí
1941,3,31973.37,2021-09-30,Sí
1942,1,23472.88,2015-06-21,Sí
1943,1,97181.66,2022-03-21,Sí
1944,5,239571.85,2024-12-31,Sí
1945,1,246036.65,2019-02-18,No
1946,2,58496.92,2025-05-09,No
1947,1,45673.01,2018-07-26,Sí
1948,5,94708.8,2015-08-13,Sí
1949,4,90900.84,2017-02-06,No
1950,1,192302.29,2016-02-22,Sí
1951,1,116559.76,2017-08-03,Sí
1952,2,197172.06,2024-12-06,Sí
1953,3,189691.14,2025-01-12,Sí
1954,4,148794.5,2023-08-03,Sí
1955,3,210042.9,2016-06-04,No
1956,5,56955.46,2021-02-06,Sí
1957,5,48834.52,2024-08-11,Sí
1958,3,190156.06,2018-09-15,Sí
1959,2,68751.29,2019-08-24,Sí
1960,2,10670.65,2018-10-09,No
1961,2,228870.44,2015-10-25,Sí
1962,4,159504.89,2023-05-03,Sí
1963,5,116785.05,2015-07-25,Sí
1964,5,184176.76,2024-08-31,Sí
1965,5,89999.62,2023-08-22,Sí
1966,4,238879.85,2020-08-25,Sí
1967,5,26468.87,2018-11-10,Sí
1968,3,163827.57,2018-11-12,Sí
1969,1,196549.48,2024-04-25,Sí
1970,4,122590.22,2020-03-13,Sí
1971,1,191192.41,2022-03-15,Sí
1972,3,232458.5,2024-10-31,Sí
1973,2,188558.54,2020-11-21,No
1974,2,84248.05,2018-11-10,No
1975,2,144843.13,2016-12-23,Sí
1976,4,228784.84,2022-03-31,Sí
1977,2,117783.45,2025-02-13,Sí
1978,4,173607.64,2021-02-18,Sí
1979,4,121723.53,2017-11-11,Sí
1980,1,39122.6,2015-08-25,Sí
1981,2,24063.43,2023-09-23,No
1982,5,238545.75,2022-10-01,Sí
1983,2,157010.03,2022-08-19,Sí
1984,2,34915.58,2015-10-07,Sí
1985,2,215785.25,2021-11-16,Sí
1986,5,135446.35,2018-03-20,Sí
1987,5,195263.71,2021-04-27,No
1988,4,40421.49,2018-06-08,Sí
1989,5,227658.5,2025-02-25,Sí
1990,4,151728.51,2020-12-16,Sí
1991,1,187182.56,2023-03-29,No
1992,4,17531.13,2024-05-29,Sí
1993,2,85673.18,2024-10-29,Sí
1994,3,74186.9,2021-02-05,Sí
1995,3,237902.8,2024-03-30,Sí
1996,2,54481.26,2024-03-19,Sí
1997,4,179692.41,2023-10-27,Sí
1998,2,20260.85,2018-10-06,Sí
1999,5,57444.18,2024-04-29,No
2000,4,91263.37,2015-07-12,Sí
2001,2,200681.4,2019-09-11,Sí
2002,5,199594.38,2022-08-13,Sí
2003,5,238624.45,2020-08-18,Sí
2004,4,230024.2,2022-09-23,Sí
2005,1,29563.5,2016-06-06,Sí
2006,1,209168.25,2019-08-23,Sí
2007,5,118281.66,2024-12-16,Sí
2008,1,217812.66,2020-07-10,Sí
2009,5,31428.7,2016-09-16,Sí
2010,1,207464.58,2023-03-10,Sí
2011,5,48314.2,2017-12-17,Sí
2012,5,90121.99,2025-03-10,Sí
2013,5,16923.62,2017-02-26,Sí
2014,5,39694.74,2018-10-22,Sí
2015,3,116974.21,2016-05-20,Sí
2016,1,206401.2,2024-04-22,No
2017,5,195680.75,2020-12-01,Sí
2018,2,66471.46,2023-05-24,No
2019,4,46405.71,2017-09-10,Sí
2020,2,103423.23,2017-09-26,Sí
2021,2,221984.4,2016-05-17,Sí
2022,3,31942.02,2019-02-10,Sí
2023,1,140299.36,2024-07-16,Sí
2024,3,31313.8,2021-03-02,Sí
2025,1,122850.91,2019-04-11,Sí
2026,5,40429.96,2022-09-14,Sí
2027,3,29280.86,2018-07-09,Sí
2028,4,55803.84,2024-05-06,Sí
2029,1,71261.44,2023-02-26,Sí
2030,3,76303.69,2021-08-11,Sí
2031,4,164864.31,2015-06-11,Sí
2032,2,23195.65,2015-09-15,Sí
2033,5,29394.17,2015-10-24,Sí
2034,5,55289.48,2019-11-09,Sí
2035,2,219295.14,2015-06-05,Sí
2036,3,160865.18,2016-07-05,Sí
2037,2,185288.72,2021-03-12,No
2038,4,98886.92,2023-12-12,Sí
2039,1,61172.88,2022-07-04,Sí
2040,3,19110.73,2021-02-18,Sí
2041,1,127248.55,2017-06-07,Sí
2042,2,147827.43,2021-05-17,Sí
2043,5,225280.67,2018-03-07,Sí
2044,1,221702.31,2017-04-18,Sí
2045,1,111924.44,2023-04-25,Sí
2046,5,111658.7,2023-02-26,Sí
2047,1,48669.5,2018-09-08,Sí
2048,1,71787.76,2021-12-03,Sí
2049,5,232159.26,2025-01-04,Sí
2050,5,43848.64,2022-03-14,Sí
2051,2,242487.89,2015-09-26,Sí
2052,2,131137.25,2019-12-29,Sí
2053,1,119585.63,2019-05-21,Sí
2054,3,51913.21,2018-06-16,Sí
2055,2,168769.9,2021-10-05,Sí
2056,2,120362.92,2024-03-09,Sí
2057,3,98959.14,2023-05-31,No
2058,3,73483.89,2021-12-06,Sí
2059,5,25956.83,2017-11-20,Sí
2060,2,134638.75,2022-02-04,Sí
2061,4,85098.0,2024-08-09,No
2062,4,179887.65,2022-02-02,Sí
2063,1,183645.37,2020-10-26,Sí
2064,2,89705.68,2017-02-27,Sí
2065,4,170588.96,2025-04-13,Sí
2066,2,72082.06,2023-08-29,Sí
2067,2,184521.69,2020-03-14,Sí
2068,4,13858.51,2024-01-05,Sí
2069,2,46386.1,2017-07-31,Sí
2070,3,68802.08,2017-04-07,Sí
